1726848149096035072,0011,7.480
1726848151661138944,0015,10.160
1726848156792272128,0018,12.200
1726848159358569984,0022,14.920
1726848161922915840,0026,17.600
1726848164486674944,0030,20.320
1726848167054119936,0033,22.360
1726848169619772928,0036,24.400
1726848172188448000,0041,27.800
