1727801913146713856,0.153132,-3.915258,-9.079220
1727801913156728064,0.099094,-3.947292,-8.976084
1727801913166746112,0.079934,-3.961512,-8.907377
1727801913176857088,0.121847,-3.955375,-8.895252
1727801913186849024,0.176782,-3.951932,-8.984766
1727801913196891904,0.119601,-3.925736,-9.056617
1727801913206865920,0.033530,-3.874094,-9.073382
1727801913216822272,0.008083,-3.842210,-9.041797
1727801913226903040,-0.010628,-3.830534,-9.014854
1727801913236825088,0.002545,-3.830534,-9.015752
1727801913246934784,0.019759,-3.847898,-9.045689
1727801913256875008,0.021106,-3.869902,-9.106762
1727801913267024128,0.023801,-3.866310,-9.136550
1727801913276993024,0.055535,-3.850293,-9.165889
1727801913286985984,0.026944,-3.841013,-9.138047
1727801913297999872,0.014071,-3.841761,-9.077124
1727801913306940928,0.058828,-3.801046,-9.034912
1727801913316996096,0.073647,-3.800297,-8.984018
1727801913327120896,0.068258,-3.825445,-8.982221
1727801913337072896,0.044158,-3.840114,-8.997490
1727801913347207936,0.017663,-3.851790,-9.011860
1727801913357125120,0.031884,-3.859724,-9.022937
1727801913367174144,0.027992,-3.857778,-9.081914
1727801913377203968,0.001497,-3.852239,-9.099278
1727801913387176960,0.006137,-3.846102,-9.090297
1727801913397238016,-0.023202,-3.795358,-9.048683
1727801913407233024,-0.072599,-3.798800,-9.040750
1727801913417236992,-0.003143,-3.855682,-9.015303
1727801913427268864,-0.037572,-3.839815,-8.911568
1727801913437320960,-0.119901,-3.850892,-8.922496
1727801913447345920,-0.083077,-3.909121,-8.949889
1727801913457280256,-0.034279,-3.913462,-8.945548
1727801913467462912,0.038470,-3.934418,-8.995244
1727801913477384960,0.022753,-3.860771,-9.016799
1727801913487357184,-0.097298,-3.819008,-9.089398
1727801913497455104,-0.106129,-3.845204,-9.115295
1727801913507395072,-0.102836,-3.858975,-9.106164
1727801913517454080,0.019759,-3.923341,-9.097931
1727801913527479296,-0.000898,-3.764372,-9.028475
1727801913537462016,-0.082029,-3.750451,-9.059311
1727801913547503872,-0.026495,-3.841013,-9.026829
1727801913557504256,0.071102,-3.928431,-8.937315
1727801913567572992,0.139211,-3.976481,-8.855435
1727801913577579008,0.056882,-3.888464,-8.772208
1727801913587606016,-0.018262,-3.842060,-8.804541
1727801913597686016,-0.060175,-3.824098,-8.864865
1727801913607654144,-0.114961,-3.849395,-9.012908
1727801913617606144,-0.033381,-3.950285,-9.147328
1727801913627849984,-0.044458,-3.882476,-9.119336
1727801913637687040,-0.157023,-3.832929,-9.138047
1727801913647726080,-0.096400,-3.830385,-9.156609
1727801913657784064,-0.041613,-3.892356,-9.093440
1727801913667803136,0.002844,-3.921545,-9.064251
1727801913677791232,0.101190,-3.977229,-9.036708
1727801913687840000,0.022603,-3.920348,-8.950787
1727801913697814016,-0.111069,-3.863915,-8.932824
1727801913707731968,-0.141755,-3.881129,-8.964408
1727801913717832192,-0.068857,-3.921545,-8.994496
1727801913728075008,-0.034728,-3.913013,-8.993897
1727801913737861120,0.018861,-3.962560,-9.012908
1727801913747932928,-0.014071,-3.897146,-8.940309
1727801913757946880,-0.169148,-3.828888,-8.903784
1727801913768573952,-0.121098,-3.917204,-8.987910
1727801913778085888,-0.011526,-3.942502,-8.985065
1727801913787978240,-0.013921,-3.955974,-9.000633
1727801913798057984,0.017214,-4.013304,-9.026080
1727801913807991040,0.056582,-3.963159,-8.957373
1727801913818007040,-0.119452,-3.872597,-8.888067
1727801913828184064,-0.068108,-3.938759,-8.968300
1727801913838112768,-0.013173,-3.958069,-8.965456
1727801913848176128,-0.017364,-3.936664,-8.974138
1727801913858155008,-0.013771,-3.920797,-8.991053
1727801913868214016,0.018262,-3.984115,-9.037906
1727801913878292992,0.079634,-3.960464,-9.019194
1727801913888239872,-0.102088,-3.832929,-8.978030
1727801913898277888,-0.110470,-3.869004,-9.042995
1727801913908186880,-0.062869,-3.895948,-9.023535
1727801913918287104,-0.102836,-3.882177,-9.029373
1727801913928388096,-0.147743,-3.871399,-9.037007
1727801913938283008,-0.211061,-3.882476,-9.011111
1727801913948366080,-0.215552,-3.903283,-8.978479
1727801913958283008,-0.176184,-3.916007,-8.929531
1727801913968421888,-0.073347,-3.992048,-8.921148
1727801913978516224,-0.057331,-3.900140,-8.834628
1727801913988431872,-0.213755,-3.858077,-8.894354
1727801913998456064,-0.135319,-3.905229,-8.995544
1727801914008387072,-0.145947,-3.911217,-9.003028
1727801914018414080,-0.199086,-3.915707,-9.033864
1727801914028662016,-0.217049,-3.903732,-9.059610
1727801914038546944,-0.234862,-3.888464,-9.067993
1727801914048579072,-0.222138,-3.877088,-9.042995
1727801914058490112,-0.208666,-3.884871,-9.011710
1727801914068606976,-0.203427,-3.874243,-9.001531
1727801914078689024,-0.202679,-3.863616,-8.994047
1727801914088518144,-0.228874,-3.876788,-8.991652
1727801914098672896,-0.257315,-3.869902,-9.009315
1727801914108687872,-0.257614,-3.847599,-8.983868
1727801914118666240,-0.284259,-3.857329,-8.969648
1727801914128796160,-0.278421,-3.891308,-8.946895
1727801914138708992,-0.275128,-3.921395,-8.956774
1727801914148798976,-0.240101,-3.922593,-8.959918
1727801914158756096,-0.180525,-3.889661,-8.984467
1727801914168818944,-0.103285,-3.865412,-9.009764
1727801914178866944,-0.099094,-3.853736,-9.054222
1727801914188744192,-0.126936,-3.847599,-9.103020
1727801914198865920,-0.162263,-3.856431,-9.128916
1727801914208797952,-0.155527,-3.872597,-9.103469
1727801914218874880,-0.139660,-3.888015,-9.022937
1727801914229094144,-0.183668,-3.887266,-8.930130
1727801914238914048,-0.223186,-3.877836,-8.890612
1727801914248958976,-0.281564,-3.882177,-8.898845
1727801914258974976,-0.284259,-3.881728,-8.956774
1727801914269095936,-0.259261,-3.878584,-9.037307
1727801914279150080,-0.256117,-3.893853,-9.078920
1727801914289096960,-0.240999,-3.870202,-9.108559
1727801914298949888,-0.254920,-3.856880,-9.104367
1727801914309034752,-0.252824,-3.876489,-9.092841
1727801914319057920,-0.250729,-3.889661,-9.061407
1727801914329145856,-0.275876,-3.890859,-9.036858
1727801914339078912,-0.301323,-3.874393,-9.009914
1727801914349122048,-0.328267,-3.864364,-9.021290
1727801914359149824,-0.335303,-3.825295,-9.071436
1727801914369213184,-0.317340,-3.819457,-9.120683
1727801914379209984,-0.300276,-3.836073,-9.141790
1727801914389195008,-0.304617,-3.854784,-9.108708
1727801914399243776,-0.310005,-3.858676,-9.100026
1727801914409223936,-0.356259,-3.858975,-9.083261
1727801914419179008,-0.353565,-3.869902,-9.085507
1727801914429319936,-0.345482,-3.905528,-9.077872
1727801914439283968,-0.335752,-3.913013,-9.066496
1727801914449344256,-0.361498,-3.902385,-9.051827
1727801914459305984,-0.389191,-3.871250,-9.009165
1727801914469441024,-0.389340,-3.846252,-8.974438
1727801914479571968,-0.387993,-3.841911,-8.954529
1727801914489434112,-0.424068,-3.837121,-8.950487
1727801914499446784,-0.409399,-3.846551,-8.968899
1727801914509406208,-0.361947,-3.826942,-8.989257
1727801914519442944,-0.345781,-3.830534,-9.038205
1727801914529579264,-0.343087,-3.847449,-9.076974
1727801914539493120,-0.345631,-3.865861,-9.108110
1727801914549548032,-0.328866,-3.878584,-9.140293
1727801914559505920,-0.329615,-3.845653,-9.159004
1727801914569611008,-0.319735,-3.833079,-9.138796
1727801914579670784,-0.331411,-3.863017,-9.097182
1727801914589731072,-0.310454,-3.877387,-9.051527
1727801914599674112,-0.294138,-3.871699,-9.018446
1727801914609726976,-0.275427,-3.877686,-8.950487
1727801914619659008,-0.251028,-3.876938,-8.894354
1727801914629727744,-0.234862,-3.899840,-8.888666
1727801914639747072,-0.251178,-3.907474,-8.930579
1727801914649692928,-0.273032,-3.887715,-8.980275
1727801914659732992,-0.300425,-3.865711,-9.020542
1727801914669769984,-0.288300,-3.864214,-9.012458
1727801914679869184,-0.255818,-3.873944,-8.986263
1727801914689826048,-0.224234,-3.871250,-8.966504
1727801914699825920,-0.199984,-3.857927,-8.935518
1727801914709739008,-0.179926,-3.871848,-8.939560
1727801914719858176,-0.126038,-3.906427,-8.955128
1727801914730000128,-0.106279,-3.907474,-9.009165
1727801914739887872,-0.175136,-3.916306,-9.055719
