1727802191744235008,0012,5.640
1727802194308225280,0017,9.540
1727802199439296000,0021,12.660
1727802202005558016,0026,16.510
1727802204580802816,0031,20.360
1727802207134997760,0036,24.260
1727802209700535040,0041,26.710
1727802212266142720,0046,30.510
1727802214830564096,0050,33.550
1727802217396216832,0055,37.450
1727802219962792960,0060,41.450
1727802222528873984,0065,45.400
1727802225088547840,0070,49.250
1727802227657949952,0075,51.650
1727802230224369152,0079,54.730
1727802232789625088,0084,57.530
1727802235353935872,0089,60.630
1727802237917769984,0094,64.730
1727802240485722112,0099,68.580
1727802243050966016,0101,70.040
1727802245613963008,0101,70.040
