1726847294050620928,-0.196938,-0.051118,0.093778
1726847294059830016,-0.276111,-0.172004,0.089743
1726847294069946112,-0.330060,-0.165641,0.078115
1726847294079924224,-0.317856,-0.149443,0.087027
1726847294089957120,-0.240587,-0.118209,0.070433
1726847294100847104,-0.203470,-0.072728,0.065205
1726847294110125056,-0.186682,-0.039327,0.066255
1726847294120179200,-0.161144,-0.033544,0.064584
1726847294130017024,-0.049750,-0.050778,0.076369
1726847294140131072,0.029465,-0.028248,0.084485
1726847294151156992,0.015151,0.069847,0.078094
1726847294160249088,0.002298,0.128379,0.019223
1726847294170289920,0.032005,0.143814,-0.046088
1726847294180201984,0.041490,0.148551,-0.096724
1726847294190308096,0.023611,0.126383,-0.126330
1726847294201171968,-0.037647,0.119830,-0.251095
1726847294210315008,-0.088063,0.116353,-0.402597
1726847294220383232,-0.095138,0.104934,-0.470475
1726847294230326272,-0.088492,0.085446,-0.460559
1726847294240373248,-0.055217,0.059946,-0.399018
1726847294251081984,0.049893,0.097743,-0.295027
1726847294260398848,0.190071,0.110420,-0.209717
1726847294270437120,0.313380,0.128987,-0.201313
1726847294280407808,0.319573,0.144254,-0.203386
1726847294290468096,0.238070,0.103903,-0.193777
1726847294301127936,0.177783,0.061613,-0.115174
1726847294310449152,0.173978,0.046766,0.024302
1726847294320771072,0.131349,-0.008219,0.078373
1726847294330587904,0.047293,-0.056172,-0.002332
1726847294340664832,-0.075295,-0.032198,-0.064429
1726847294351078144,-0.077371,-0.056394,-0.122449
1726847294360582912,0.063714,-0.074266,-0.145507
1726847294370675968,0.162057,-0.038858,-0.122326
1726847294380711168,0.259697,0.060046,-0.029595
1726847294390702080,0.323696,0.052941,0.064239
1726847294401252096,0.371287,0.011031,0.163155
1726847294410770944,0.308385,0.023043,0.327215
1726847294420887040,0.265813,-0.025394,0.427884
1726847294430791936,0.201033,-0.104849,0.361057
1726847294440865024,0.122412,-0.184909,0.207564
1726847294451114240,0.058264,-0.165276,0.000086
1726847294460946944,0.078402,0.039730,-0.101575
1726847294470902016,0.245269,0.096868,-0.069306
1726847294480901120,0.451271,0.026600,-0.012611
1726847294490905088,0.489738,-0.067431,0.055324
1726847294501388032,0.401215,-0.155300,0.077634
1726847294510968064,0.223493,-0.090682,0.131493
1726847294521030912,0.149823,0.003902,0.359020
1726847294531043072,0.181309,-0.041056,0.536743
1726847294541067008,0.248434,-0.037698,0.650107
1726847294551538944,0.312251,-0.071838,0.671134
1726847294561088000,0.320908,-0.068560,0.537281
1726847294571133184,0.239074,-0.031702,0.387400
1726847294581127168,0.121547,-0.082327,0.208228
1726847294591137024,0.132866,-0.144475,0.031021
1726847294601403904,0.093111,-0.093579,-0.061279
1726847294611124992,0.128725,-0.085354,-0.110849
1726847294621274880,0.265410,-0.115143,0.040898
1726847294631188992,0.348024,-0.167623,0.193431
1726847294641265920,0.304809,-0.163385,0.278762
1726847294651523072,0.240714,-0.170050,0.395126
1726847294661155072,0.210843,-0.234332,0.505496
1726847294671388160,0.180915,-0.296619,0.497364
1726847294681544960,0.153959,-0.313776,0.436316
1726847294691437056,0.198141,-0.307171,0.332696
1726847294701568000,0.261433,-0.286411,0.224976
1726847294711371008,0.268512,-0.242416,0.179470
1726847294721511936,0.238254,-0.215093,0.105607
1726847294731392000,0.176857,-0.164949,-0.019918
1726847294741459968,0.133474,-0.101207,-0.071563
1726847294751902976,0.045943,-0.054017,-0.037616
1726847294761448960,-0.070527,-0.051563,0.038269
1726847294771579136,-0.205042,-0.046647,0.155462
1726847294781520896,-0.285623,0.031816,0.277734
1726847294791634176,-0.288616,0.162705,0.409840
1726847294801658112,-0.275610,0.283111,0.494213
1726847294811502848,-0.239710,0.335607,0.510423
1726847294821639168,-0.227749,0.287882,0.497884
1726847294831648000,-0.214201,0.220556,0.500395
1726847294841634048,-0.201915,0.117825,0.540853
1726847294851729920,-0.220867,0.010267,0.527550
1726847294861624064,-0.230368,-0.091285,0.480757
1726847294871758080,-0.267544,-0.192449,0.415384
1726847294881696000,-0.308630,-0.263763,0.309100
1726847294891779072,-0.263044,-0.281388,0.181759
1726847294901822976,-0.156306,-0.256054,0.058536
1726847294911811840,-0.044185,-0.208808,-0.043378
1726847294921870080,-0.052871,-0.347693,-0.216253
1726847294931833856,-0.134514,-0.640134,-0.397538
1726847294941892096,-0.227317,-0.880574,-0.580641
1726847294951989248,-0.362308,-1.071107,-0.750213
1726847294961879040,-0.465038,-1.213161,-0.837068
1726847294971961088,-0.540263,-1.285744,-0.857385
1726847294981940992,-0.586123,-1.276835,-0.832782
1726847294992027136,-0.596191,-1.289156,-0.704401
1726847295002077952,-0.550388,-1.209131,-0.465752
1726847295012079872,-0.521390,-1.028753,-0.129943
