1726847302456666880,0011,7.920
1726847305020820992,0016,11.520
1726847310150045952,0020,14.440
1726847312722955008,0025,18.090
1726847315278787072,0029,21.010
1726847317846138880,0033,23.890
1726847320412787968,0038,26.290
1726847322976027136,0042,29.250
1726847325541112832,0047,32.950
1726847328107531008,0050,35.080
1726847330675674880,0050,35.080
